productcategory,productbrand,productprice,customerage,customergender,purchasefrequency,customersatisfaction,purchaseintent
3,4,2008.935760910532,19,0,16,1,0
1,2,2628.051173580395,44,0,15,5,1
1,1,744.448282626431,24,1,15,2,0
3,4,435.5878515616768,39,1,15,3,1
2,1,682.5374862715287,60,1,11,1,1
0,2,680.092237614718,53,0,2,1,0
3,0,2819.9168912487967,41,0,15,5,1
1,0,2982.444814243477,51,1,12,5,1
0,4,2810.0169674717986,18,1,9,2,0
1,3,231.42307445346023,54,1,2,2,1
3,4,1995.1147152012968,64,0,8,5,1
0,1,2753.48772204856,26,0,6,1,0
0,4,2837.612605714635,27,0,18,3,0
1,1,668.9098035865447,45,1,5,1,1
2,4,940.884183126532,31,1,6,2,1
4,2,528.5390436362154,45,0,8,2,0
2,1,2499.9893952625466,41,1,13,2,1
4,4,817.9527042785257,31,1,19,4,1
1,0,902.2151378390028,57,0,13,4,1
0,1,2502.4130109293774,49,1,14,3,1
1,4,1784.7604787336682,64,0,19,2,0
0,4,2476.1685580913445,20,1,8,2,0
3,2,1950.136093998762,25,0,9,4,0
0,0,1459.2360353166507,50,1,10,2,1
2,2,1435.3066374039834,51,0,16,2,0
0,0,1323.9188574188497,19,0,12,5,0
2,4,1858.1767606411577,65,0,6,3,0
2,1,2409.15822226058,48,0,7,4,1
4,4,2734.2067047628366,32,0,11,3,0
0,3,1206.4174584773832,23,1,13,5,1
1,1,585.5085091488222,65,0,7,3,0
1,4,617.3174901407975,61,1,4,4,1
4,0,2098.056620130006,67,0,1,1,0
1,0,1399.957836145751,38,1,8,4,1
4,1,1026.9513915944126,55,0,18,1,0
2,1,2847.243565044543,48,0,7,3,0
4,4,863.3797314000293,21,0,11,3,0
4,1,551.6967858927735,37,0,8,5,1
4,2,2758.847405422651,43,0,15,4,1
0,4,1732.7538509022845,45,0,17,4,1
4,1,2121.069065645698,27,0,17,5,0
4,2,1862.7265357989843,55,1,3,1,1
0,3,1075.0978768974132,34,1,4,2,1
3,3,566.9025330329517,38,0,13,5,1
2,2,1718.4275155349976,32,0,11,2,0
1,0,1019.8580012704122,20,1,2,5,1
4,3,1722.493681203419,29,1,8,3,0
4,2,2226.152311496052,60,0,16,3,0
0,1,2178.000769573733,44,1,11,4,1
4,3,2173.634630802356,46,0,8,5,1
3,4,2133.4466485668145,33,1,15,5,1
4,3,2421.3461667193824,66,0,3,2,0
2,3,1789.9792176365063,63,0,15,1,0
1,2,1164.462910020883,45,0,13,5,1
0,4,1160.6628415142793,53,1,16,2,1
2,3,830.0111172200303,45,1,10,2,1
2,4,1361.1011884278012,35,0,4,3,0
1,4,2157.9458131307547,39,0,6,4,1
4,1,1402.5458319861,61,1,10,1,1
2,0,2596.4710606624035,23,0,17,4,0
0,3,698.9440324011115,34,1,15,2,1
3,4,148.1064128632353,32,0,5,5,1
3,4,1005.603734393684,18,0,11,3,0
4,2,2244.3235559413934,33,1,4,4,1
4,4,1813.2620398451693,62,0,9,2,0
4,4,100.77485834844894,35,1,8,2,1
1,4,193.57255743806823,68,1,8,3,1
1,1,359.5034533596482,47,1,1,1,1
2,0,147.66520266936763,60,1,9,5,1
2,1,1924.6045542256563,32,0,17,5,1
1,1,2149.822715399018,35,1,19,4,1
1,2,1418.877059354047,51,0,2,1,0
3,4,2760.2817369258387,25,1,18,2,0
4,4,1396.1039208446143,30,1,5,2,0
4,3,1843.6976925358515,65,0,13,4,1
0,3,2760.1384380493023,54,1,19,4,1
3,3,512.6150700336294,44,0,5,2,0
4,3,1345.1261245858466,60,1,11,1,1
1,0,1062.0008078989974,31,1,13,4,1
1,2,2959.451913398437,46,0,2,2,0
2,4,2852.288795678512,45,1,12,1,1
2,1,2971.9359540500063,45,0,3,5,1
2,3,2125.1548172065254,69,0,18,4,1
0,2,2019.43923194188,43,0,18,1,0
2,4,104.1476351909066,19,1,12,4,1
3,1,2919.8198241934047,67,0,1,5,1
3,3,2168.442492964127,49,1,11,5,1
0,0,2553.8541767255538,44,0,9,5,1
3,0,977.4295170893585,53,1,13,4,1
0,3,1851.575148473256,33,0,8,2,0
0,2,2754.596447151871,23,0,4,1,0
0,0,811.8936174652773,25,0,9,2,0
0,3,1738.514788614257,50,1,16,5,1
1,0,2657.795494784833,49,1,14,3,1
1,3,2882.151059949867,39,1,1,4,1
0,3,821.1803033839778,69,1,16,4,1
3,3,1010.7096163164944,69,0,15,4,1
4,0,1396.407525997832,34,0,15,2,0
4,0,625.2842971115069,61,1,17,3,1
2,0,2719.5158326662386,51,1,5,1,1
4,4,1011.8761825786872,32,1,10,4,1
1,0,1693.858443738244,58,1,11,5,1
1,4,142.51864504978397,50,1,12,3,1
4,3,769.9017908678784,39,0,13,2,0
1,2,2420.086023057512,58,0,2,3,0
3,2,658.7139843220274,21,0,16,3,0
4,0,1036.7050928377448,64,0,12,1,0
0,0,265.8388053172944,43,0,19,1,0
1,2,1833.704534314577,60,0,18,2,0
4,1,2772.9093517735805,25,1,12,3,0
3,4,1952.4864483945653,51,0,12,4,1
0,1,1250.1939743737569,39,1,4,5,1
0,2,320.3042947343701,32,1,9,2,1
0,2,289.1108216286499,18,0,17,2,0
4,1,988.885882059422,35,0,5,3,0
0,1,335.54041319937426,31,1,14,4,1
2,0,2265.775556069505,36,1,19,1,1
3,1,1094.552193156375,61,1,15,5,1
1,4,1817.58941511623,23,1,7,2,0
3,0,2366.068909809809,31,1,7,5,1
1,1,282.8806433329637,44,0,12,1,0
4,2,381.9057379614207,39,0,19,1,0
1,0,1599.4768832257869,57,1,4,3,1
0,2,744.8859982581756,24,1,17,2,0
0,4,1300.188505434125,33,0,17,3,0
1,3,1157.6335693536516,42,0,11,3,0
2,0,2059.879400132978,60,1,11,2,1
0,3,695.0390438854439,19,0,11,5,0
1,4,1161.6317828023286,59,0,12,3,0
0,3,2944.772254393731,45,0,12,1,0
2,2,2943.6397000691177,45,0,19,3,0
3,1,2933.945795464015,22,1,1,2,0
0,3,1246.2205052783156,27,0,13,3,0
4,0,223.5099293547023,23,1,14,2,0
3,0,433.3652604663722,69,0,10,4,1
0,4,2824.622590745438,62,1,1,4,1
2,1,1200.4940599462002,51,0,7,3,0
1,1,1561.4593665194077,48,1,17,1,1
4,2,1330.212931707122,68,1,3,5,1
4,2,1276.196677374713,27,0,19,5,0
1,2,2871.650396738517,55,0,7,5,1
2,3,254.9292866011017,30,0,10,3,0
2,4,2979.5458275127057,23,1,13,3,0
4,4,2287.3783465649003,33,1,5,5,1
2,2,431.7433759472846,32,0,5,2,0
4,1,279.9794486489424,46,0,10,2,0
4,2,1670.8086482175536,55,0,13,1,0
2,0,516.2344655227597,56,0,1,5,1
1,0,2117.5721521897767,22,0,18,2,0
2,2,2179.2557109291665,27,0,14,1,0
2,2,2846.9933892952336,31,1,3,4,1
1,0,2242.5050283009514,61,1,16,4,1
4,3,1978.9129275247,23,0,10,4,0
1,4,1601.679309044967,66,1,2,5,1
4,2,2541.854519362489,31,1,6,4,1
3,4,2802.342933290817,38,1,14,2,1
0,0,1827.218206682244,58,0,7,3,0
1,0,1952.9706990145812,31,1,18,5,1
2,3,995.4620427355889,33,0,13,3,0
2,3,2288.311156216059,27,1,3,3,0
0,2,553.4729327686704,64,1,7,5,1
4,0,982.5438622776538,22,1,9,1,0
3,4,1755.2378644728683,68,0,13,3,0
1,0,1143.3571530098668,50,0,1,5,1
1,1,2461.993330201829,22,1,3,2,0
1,2,1777.47830146231,52,1,19,4,1
0,0,1952.953990315772,27,0,15,3,0
1,3,845.2933268548308,29,0,11,3,0
3,3,2605.294647785036,30,1,9,1,0
0,1,2233.723900330938,69,1,11,2,1
3,1,343.8383211809129,46,0,5,4,1
1,2,212.0394907625423,47,1,12,4,1
0,0,2919.476487187407,37,0,11,4,1
2,2,249.9293022771351,28,0,7,4,0
0,4,1372.3471575293356,35,0,17,2,0
2,4,2273.263165463434,39,1,7,2,1
1,3,210.95308243329697,46,0,17,3,0
3,1,1242.9189893014975,55,1,7,3,1
4,2,521.5528229684589,52,0,2,3,0
2,0,866.3882006107374,61,1,1,1,1
3,4,2516.052318095551,61,1,17,5,1
3,2,1010.4917993218536,32,0,12,4,1
1,1,883.3703934170327,36,1,10,4,1
0,2,897.3825147488822,63,0,13,2,0
0,4,2086.579160576306,34,1,2,4,1
3,1,2420.7561245579323,20,1,8,2,0
3,0,980.395076161222,33,1,4,1,1
0,1,1697.4852460990348,36,0,10,4,1
2,4,364.7782208402352,42,1,8,2,1
3,2,2847.4386470006184,42,1,11,1,1
0,1,2275.966367752938,27,0,13,1,0
1,2,2056.282813808862,33,0,13,1,0
2,3,646.8552481845284,32,0,11,5,1
4,2,2164.5795812255965,66,1,14,4,1
1,1,1475.550604901513,50,0,6,2,0
4,1,1381.0355614318523,63,0,10,3,0
0,4,1414.3278927896745,48,0,16,2,0
1,1,1973.2746030189248,23,1,18,5,1
3,3,215.7243256939668,61,0,10,3,0
1,0,781.197516281572,56,1,16,1,1
4,4,1742.280482951664,43,1,2,3,1
0,1,2957.780567577204,38,1,4,4,1
0,3,1846.7981092225496,26,0,14,3,0
3,0,1290.438516731676,25,1,9,2,0
4,0,609.3183811467901,48,1,6,4,1
2,1,1213.665526969774,62,1,11,4,1
0,2,695.9511283531364,53,0,14,2,0
4,0,1115.5533524535372,36,0,3,2,0
1,4,1003.4443123462644,67,0,16,2,0
3,3,2959.549617764023,26,0,7,4,0
4,1,1779.6727981666836,41,0,17,4,1
0,0,2375.5654008644347,26,1,6,2,0
1,0,825.3061059891396,59,1,10,2,1
1,1,2364.9739436497625,33,0,19,1,0
1,1,2064.242550165573,31,0,7,2,0
0,1,1618.1607952527715,60,1,6,2,1
0,0,2149.220887600564,25,0,3,2,0
0,3,539.3805356521848,43,1,16,5,1
0,3,519.7486799062503,43,0,9,3,0
1,0,2339.404911141424,55,1,10,3,1
0,1,1923.3566598355271,38,1,11,1,1
4,2,228.87263143552505,36,1,8,3,1
2,4,1094.479516349165,23,0,2,1,0
0,3,2793.5179781856536,38,1,4,3,1
3,2,614.125414750846,43,0,13,1,0
2,1,2082.2746718492613,64,0,3,4,1
3,1,1339.8132815957065,29,1,4,2,0
3,3,1155.709577527565,66,1,5,3,1
3,0,932.0397754451346,53,0,17,5,1
3,2,2738.2317885571983,59,0,10,4,1
1,0,859.0135849372009,37,0,14,4,1
4,0,2379.30399725608,35,1,15,4,1
2,2,1119.74771923185,28,0,16,5,0
4,1,2579.9579550704225,23,1,10,5,1
1,3,116.62374793287024,24,1,2,1,0
3,1,2874.7975891417627,67,0,13,5,1
0,2,1322.1950022629908,53,0,10,4,1
3,4,1994.925529592958,31,0,10,4,1
0,1,1333.7824394890415,27,0,10,2,0
4,2,2874.010759986863,42,0,1,4,1
2,1,1399.6878287357674,42,1,2,2,1
3,2,999.2955733836428,45,1,7,1,1
1,4,600.0356357552873,18,0,6,1,0
2,0,1256.97621937786,67,1,6,4,1
1,2,1083.906914712883,59,0,17,3,0
1,3,1540.2891190115806,52,0,3,4,1
4,2,2061.359548824941,57,1,9,1,1
2,0,2701.413406084691,38,1,14,4,1
3,2,2341.0336002370896,67,0,2,4,1
3,0,1921.243181419752,65,0,18,3,0
2,3,2870.9764834594744,18,0,7,4,0
0,3,1238.4372211357447,31,0,12,4,1
3,3,402.8075430781897,69,0,12,5,1
2,3,2263.46081712225,50,0,8,5,1
3,2,640.4656398375797,63,1,8,1,1
0,3,2822.1347200895248,28,1,5,3,0
3,1,2630.3308952371112,60,0,2,4,1
3,3,322.41401435971693,54,1,2,5,1
0,2,1724.69931769475,63,0,10,2,0
4,1,1263.5188388971824,64,1,1,2,1
3,0,2737.660966600445,61,1,12,5,1
1,3,2782.904631932181,23,0,18,5,0
3,2,1852.6876606733456,19,1,15,5,1
0,3,1475.006187913505,19,1,16,3,0
0,4,2512.3119792789225,58,0,12,2,0
3,4,144.2218802196619,18,0,6,3,0
1,0,2322.6568352139147,40,0,5,3,0
4,2,1691.7967690190358,67,1,18,4,1
4,0,533.9913989495933,61,0,6,4,1
1,3,1070.9075378922362,59,0,12,5,1
0,4,109.45897996746304,25,0,18,1,0
0,0,1978.0703511501504,36,1,2,1,1
2,0,1433.6518432991938,49,1,12,3,1
1,3,1704.2790706242251,59,1,3,3,1
3,2,1992.6302182727095,53,0,13,1,0
0,4,1630.8299174010283,23,1,15,4,1
1,3,2599.842327450984,53,1,5,4,1
0,0,2654.349949903841,63,0,5,1,0
1,0,2511.634066431411,34,0,2,4,1
4,1,2218.3410738424072,38,0,11,2,0
3,0,1347.4692914893092,39,0,19,4,1
0,1,1582.588382704492,20,0,2,4,0
1,4,540.557772123896,22,1,1,2,0
3,4,740.1152227079144,41,0,4,2,0
3,3,1297.822382750348,48,0,19,1,0
3,4,2324.976407219759,22,1,18,3,0
0,1,1285.157135815779,65,1,11,1,1
1,2,351.1212181750326,56,0,12,1,0
1,0,869.0971507027542,64,0,5,2,0
0,2,2834.969991552585,51,0,12,3,0
0,2,885.6983425304895,52,0,2,4,1
4,1,2895.5712707141934,63,0,10,5,1
2,4,519.783943866589,61,1,1,3,1
4,4,1865.3476351147583,60,0,15,2,0
2,1,819.9487484037404,38,0,5,5,1
1,4,841.7280710789238,34,1,15,4,1
0,2,525.3283330753056,40,0,19,5,1
4,2,1015.2995212667444,23,0,1,5,0
2,1,2297.3283016318683,59,0,8,2,0
0,3,996.550679239128,52,0,1,3,0
1,0,2082.04747098658,18,1,18,1,0
1,4,1863.4325849580105,34,1,19,2,1
0,0,1075.6232649774531,64,1,13,2,1
1,0,2055.783946470435,45,1,4,5,1
1,3,575.2371661756503,53,0,13,3,0
3,0,2794.6690879993107,30,0,17,2,0
2,1,209.152527795891,51,0,16,2,0
2,0,1965.7643098295257,31,1,6,5,1
3,1,233.80168632632785,42,1,1,4,1
0,1,1455.073019166923,56,1,2,3,1
3,3,2359.7274314920146,51,1,15,3,1
0,0,648.6983749952307,61,0,3,5,1
0,3,2161.0041731732317,50,0,12,3,0
3,1,493.81513105000334,64,1,10,2,1
1,3,1896.481094141153,53,0,2,3,0
1,4,1574.2249100793103,36,0,10,3,0
0,0,2684.159215526649,65,1,8,5,1
3,1,378.5252796832583,45,0,7,3,0
3,2,1640.131109307601,36,1,18,4,1
0,1,1197.4698731622382,33,0,10,3,0
4,1,791.3737066409753,60,0,8,5,1
2,1,2248.7592543224446,61,1,17,2,1
2,2,1090.523216885897,32,1,18,3,1
4,2,2234.9870440723475,62,0,9,4,1
2,0,1089.8195687534558,24,1,5,5,1
0,1,1786.5174383743995,43,0,15,5,1
3,1,747.4230290570257,67,0,12,3,0
0,3,1962.569184068035,48,0,14,2,0
1,0,1190.9394753963902,38,0,10,1,0
2,0,995.5065308822758,62,0,2,2,0
2,3,2460.2788602012515,52,0,18,5,1
1,3,1153.0978926705975,33,0,15,3,0
3,4,2079.879215943817,62,0,18,2,0
0,2,1633.7476098145632,35,1,6,3,1
2,3,563.110065319303,50,1,8,2,1
2,0,421.8985673985344,18,0,13,3,0
1,4,1242.2728412622214,21,1,6,1,0
0,0,1144.2051525290317,52,0,2,4,1
0,0,1995.79441548606,37,1,10,5,1
3,1,808.2240318067754,58,1,14,3,1
2,0,1869.4985751023169,41,0,18,1,0
3,4,2506.484202311837,60,0,15,5,1
0,0,175.84423053118465,59,1,14,4,1
1,1,2569.2792608278223,58,0,5,4,1
0,4,513.919915097014,60,1,11,5,1
2,0,466.5949110994193,58,1,5,1,1
2,1,2434.8192848565545,62,0,2,4,1
3,0,2692.4356527187924,30,1,11,2,0
4,0,2959.9133371129674,48,0,3,3,0
3,3,1961.9384799290788,44,1,19,5,1
2,1,2382.7525374849747,62,0,18,5,1
0,3,2967.7927074757176,23,0,6,1,0
3,0,253.24984715613,23,1,19,1,0
0,3,1359.9127421462013,50,0,11,2,0
2,1,153.45942872138755,50,1,12,4,1
1,0,1351.92165788613,34,1,13,4,1
3,1,2417.5302866797947,24,1,17,3,0
0,1,2358.2961901697145,54,1,14,5,1
4,3,1154.7956440530377,66,1,2,2,1
0,0,2447.287461088071,42,1,15,1,1
0,1,646.9356152880049,21,1,11,4,1
1,0,1940.782442990973,39,0,8,2,0
3,3,2198.440381746748,55,1,19,3,1
0,1,2580.174589817936,41,0,1,1,0
3,4,2316.7312455492824,32,0,13,2,0
2,1,2426.969850352797,53,1,9,3,1
3,2,890.45106185125,42,1,16,4,1
2,2,1063.5845873974051,40,1,8,2,1
0,0,811.5883600737085,60,1,9,5,1
1,4,1992.610906089092,40,0,8,5,1
1,0,1688.8217601021047,51,0,3,5,1
3,4,404.90851188370704,52,0,1,5,1
1,3,765.150126790101,37,0,4,1,0
1,3,323.0674318785377,27,1,17,2,0
3,1,1722.7938420907444,42,1,15,4,1
1,1,569.4545332276786,37,0,5,4,1
2,4,1197.7366274082208,60,1,2,3,1
4,0,383.1865536179869,68,0,1,4,1
3,1,2427.047540054068,23,0,11,1,0
1,0,950.1484713865036,29,1,8,4,1
2,0,400.7108510141846,19,0,5,1,0
1,1,1702.9880762508376,68,0,6,3,0
1,3,1798.0035286363798,42,1,1,4,1
0,4,892.2873696882274,46,0,6,5,1
0,2,2693.050217439396,51,1,10,2,1
0,2,1265.698670304574,48,1,17,5,1
2,2,595.5445190749117,21,1,11,5,1
1,3,704.040491098955,61,0,10,5,1
1,4,1368.7160996294426,58,1,8,2,1
3,2,384.2203752019514,64,1,4,3,1
4,4,1969.6265155550568,18,1,3,1,0
4,0,2159.3664686664497,31,1,19,2,1
4,3,2076.93936058465,63,0,2,3,0
4,1,221.41766052177516,21,1,4,5,1
0,0,2331.0105424360468,24,0,19,4,0
2,3,266.14501298032167,35,1,12,5,1
2,0,2447.2291521746524,41,0,1,4,1
1,0,2258.442522506344,62,0,7,2,0
4,3,104.97710831770864,27,0,2,1,0
4,2,2882.6766377656118,37,1,19,2,1
0,0,689.268554754019,63,1,16,2,1
3,3,2004.7666694586223,33,0,9,5,1
0,4,2682.211636174819,61,1,8,1,1
1,0,1014.449301175488,43,1,7,1,1
0,0,1488.359116437537,42,1,19,5,1
2,1,1801.4905893622847,63,0,7,2,0
2,1,2918.0536062950723,50,1,9,3,1
1,0,672.6679624661766,46,1,7,3,1
3,3,2741.7219139167287,43,0,12,5,1
1,0,2688.7424103900976,26,1,16,5,1
4,2,1584.8824796476636,31,1,14,4,1
3,2,1539.0374940143022,43,1,8,3,1
4,2,2728.1823755833484,38,1,10,1,1
2,1,2831.0686495222985,50,1,12,5,1
2,4,1063.9649763654777,41,1,3,2,1
0,2,231.71895632114524,24,0,16,1,0
0,4,2673.9312599051677,19,0,11,2,0
4,3,1878.248947111161,25,1,7,5,1
0,4,176.12684738842782,49,0,10,1,0
3,2,2086.7770900206688,52,1,12,3,1
4,4,2608.1039391254917,60,0,18,3,0
0,3,1050.0214611461697,32,1,17,3,1
0,2,2029.8663012976376,20,0,14,1,0
2,3,185.5820776222946,26,1,7,5,1
0,0,1565.4518486197364,54,1,3,5,1
4,4,1867.4329244197784,19,1,17,3,0
0,4,468.573727210949,31,0,19,2,0
1,4,1328.7847223643128,32,0,4,4,1
2,3,1700.2541538573062,21,0,4,1,0
0,3,1615.3180681061,43,0,2,1,0
2,4,1723.9068973223134,24,1,13,5,1
3,2,2835.343131940408,45,1,19,1,1
0,1,2790.194428059748,30,1,7,1,0
2,4,2595.240324507576,35,0,13,5,1
1,2,1062.6313253007966,23,0,19,2,0
3,1,1348.8081360946642,58,1,18,3,1
2,3,2603.463942053316,62,1,3,3,1
3,4,1631.543994697338,29,0,5,1,0
4,3,1322.2547373489683,18,1,3,2,0
0,0,395.62298435583256,32,1,17,5,1
2,4,2130.0423001677477,61,1,4,1,1
2,3,2875.098385785006,27,0,9,3,0
4,0,2444.0905528814155,27,0,11,4,0
3,3,2462.526193858418,41,1,13,2,1
0,1,1278.929702909058,24,1,1,3,0
3,4,1248.63806023454,20,0,10,3,0
0,4,1460.217675968789,39,1,14,3,1
1,3,906.5513406810604,27,1,5,5,1
3,4,1021.5391397063707,39,1,17,2,1
0,4,2904.561316918084,53,0,1,4,1
1,4,181.19693643793292,19,1,3,4,1
1,4,1208.640469267771,38,1,10,4,1
3,3,275.075060827245,31,1,7,1,1
0,0,126.94278903827136,48,0,18,2,0
1,0,2091.68073922582,42,0,11,5,1
4,1,1353.7387621725045,24,1,4,5,1
4,0,566.9281150307982,49,0,14,4,1
2,0,1541.716937141039,46,1,16,5,1
0,0,1954.876462488222,23,0,14,4,0
3,3,1591.6397533098138,26,0,6,4,0
2,1,905.1546963867964,43,0,3,2,0
4,1,791.4383329758452,42,0,2,4,1
3,3,658.4398497399228,42,1,1,1,1
2,1,1667.263147797895,27,1,2,5,1
0,3,2181.049661252366,62,0,17,5,1
2,4,2488.78470137987,28,0,7,5,0
3,4,2525.2672692161327,47,1,4,2,1
2,1,1899.9203542279213,43,1,10,5,1
2,0,414.5627138954404,30,0,5,4,0
4,0,1759.4774577106732,42,0,16,3,0
4,4,814.0728144047083,52,1,5,4,1
1,3,1375.432617820347,39,0,5,1,0
4,1,176.04861865468223,32,1,4,1,1
0,4,1215.3466114728458,33,0,16,5,1
4,3,155.74093054887285,47,0,17,2,0
4,4,1807.6808488393956,28,0,13,3,0
0,4,806.0126285859344,28,0,2,5,0
1,3,513.1248329385774,57,0,14,2,0
3,0,1390.7472528394144,19,1,4,2,0
3,0,2856.0813419542646,34,0,5,2,0
0,1,412.7523223016176,51,0,3,1,0
3,3,553.8584087442849,25,1,16,1,0
2,1,471.5852951057948,51,1,7,3,1
3,1,812.674581546167,32,0,13,3,0
2,2,2213.4125352666592,58,0,6,1,0
0,4,2876.6567450016405,49,0,10,3,0
2,4,518.3482463483736,48,1,12,1,1
3,3,2103.0098236432423,23,1,19,2,0
3,3,2924.0458705609853,44,0,7,3,0
2,0,2383.439559913391,50,0,12,3,0
4,0,864.8167572772869,18,0,15,3,0
4,0,1760.8124229963564,37,1,13,2,1
1,2,451.1217935976729,59,0,17,1,0
1,2,1589.6472337802452,69,1,13,4,1
2,4,318.566656689629,52,0,4,3,0
1,0,1300.883522722578,68,0,2,4,1
3,3,1436.7840800414542,50,1,11,2,1
0,1,2599.942160922308,54,0,8,3,0
1,2,2025.162017360789,33,1,8,1,1
2,0,1810.497987649112,44,0,8,1,0
3,0,1771.1695882625884,53,1,16,1,1
1,1,2626.7705253221225,23,1,7,4,1
4,0,2347.104608205687,36,1,10,3,1
3,3,2588.965733895343,39,1,17,4,1
1,1,2657.627217906662,67,1,4,2,1
1,1,2038.3340644455973,60,0,6,2,0
2,1,233.5693176007065,54,0,13,1,0
0,1,2421.897281012111,29,1,2,2,0
3,4,2741.7629399677744,36,1,13,5,1
4,0,2617.5645357260228,42,1,14,5,1
3,0,769.8957613077015,28,1,13,2,0
4,3,2056.6687877245304,36,0,19,2,0
2,1,979.6248523182908,32,1,17,3,1
0,2,1507.254916336323,57,1,3,3,1
3,0,132.99336128749363,22,1,9,1,0
0,3,547.4828638805814,59,0,15,3,0
1,2,2075.921390042716,37,1,12,1,1
0,0,1348.1050838783076,52,1,12,2,1
4,3,1075.4789830895706,36,0,12,1,0
2,2,389.5659587631236,52,1,1,4,1
1,0,2434.5207524543466,65,0,3,3,0
1,2,2698.99261024314,66,0,9,2,0
0,4,2173.537252329344,30,0,7,5,0
4,2,2125.640911669174,67,0,16,1,0
1,2,913.7813609479869,46,0,10,5,1
4,0,2758.493929171594,20,0,4,1,0
3,4,788.2247981124685,54,0,9,4,1
0,0,2358.632578538785,58,1,10,5,1
4,4,1202.4310932395072,59,1,19,3,1
1,3,1744.4096826648902,30,0,6,3,0
3,1,2917.184351087464,48,0,16,4,1
1,0,1491.352072261563,36,1,7,1,1
2,1,2196.3586458594827,47,1,12,3,1
0,3,2532.5047564543825,18,0,8,3,0
2,1,1266.0902969400584,48,0,3,2,0
4,4,1075.3029961800562,67,0,19,3,0
1,2,533.1431714788043,24,1,2,4,1
4,0,557.4018440102263,56,0,7,1,0
1,3,1428.9730625874286,21,1,19,5,1
4,1,1562.6723354313897,58,1,12,2,1
2,2,1065.4102794005812,50,1,6,4,1
2,4,2804.3163927421733,25,0,7,1,0
0,3,2366.6048013360423,37,0,10,1,0
4,0,381.7755474602007,50,0,18,2,0
1,2,834.9838701155368,18,1,16,5,1
2,2,2078.4498761861123,33,0,19,3,0
0,2,2904.483058106922,69,0,9,4,1
0,0,2653.202515618675,41,0,8,4,1
3,3,276.0123924635364,57,1,5,4,1
2,4,2887.349715040549,38,1,18,1,1
0,3,484.34246001562144,48,1,11,2,1
1,0,207.9486841122116,21,1,15,5,1
1,4,1838.8571217191009,19,0,14,3,0
1,0,2549.13159772654,36,1,19,1,1
4,0,1285.902219385625,25,0,9,5,0
2,4,1942.6892709166204,34,0,11,4,1
2,1,2528.155203286949,32,0,14,5,1
4,2,2741.148002424299,19,1,4,3,0
4,0,2160.3291217910896,58,1,15,5,1
1,0,268.8981468932627,45,1,16,5,1
2,0,1452.412033073119,43,0,5,2,0
1,1,770.1880660749576,30,1,14,2,0
2,1,2731.9325831901106,49,0,12,3,0
2,4,794.6976001021937,46,1,9,3,1
3,4,2971.697459290295,54,1,17,3,1
2,1,1945.1122334269207,46,0,6,1,0
0,1,1739.6868306296965,31,1,15,4,1
4,1,382.7622814054771,53,1,2,2,1
3,1,2516.1573728446583,38,1,8,3,1
2,1,528.0960450632786,27,1,8,3,0
3,0,1903.4248929911437,34,0,10,1,0
3,2,500.4585175954714,63,1,3,3,1
3,3,1458.082069936742,54,1,17,4,1
2,3,2688.6215995057155,32,0,6,2,0
1,2,1226.614409504576,50,0,10,4,1
4,3,841.754275337778,23,1,1,5,1
4,2,814.6669627650847,48,0,15,1,0
2,3,1248.1849628491018,62,0,5,5,1
0,1,121.84808033997302,19,1,2,4,1
3,3,2559.456108462533,20,0,7,3,0
1,4,1206.3866650121345,29,1,7,5,1
1,3,1224.7616163903076,33,0,12,3,0
4,3,2485.568350928693,22,0,8,3,0
0,3,1758.6212550923606,63,0,12,3,0
3,0,2960.6446549906623,30,1,2,5,1
4,2,289.41401887348417,21,1,11,3,0
1,3,800.081519908117,63,0,10,1,0
0,2,1779.679707513672,41,0,3,5,1
4,0,2712.490026139623,48,1,13,3,1
0,0,1409.2935400568426,45,0,17,2,0
4,1,147.82077757107402,52,0,12,1,0
2,0,1950.686323309504,53,0,11,5,1
3,3,850.6031673374687,38,0,10,4,1
4,2,1262.131221666437,42,0,7,2,0
2,1,1429.7297259301138,59,0,6,2,0
4,4,1072.8806926409593,19,0,5,2,0
2,3,532.9091866495755,31,1,8,2,1
2,4,519.7581171215893,41,0,8,4,1
2,0,519.9911578883148,30,0,16,1,0
0,4,859.912275994938,62,1,6,1,1
3,2,1536.592792638373,54,1,13,1,1
3,4,925.2721206161416,55,0,9,5,1
3,2,2166.9046487638107,65,0,17,4,1
4,1,125.8375688468061,42,1,3,2,1
1,3,438.4651793855181,57,0,6,5,1
4,0,2846.594581489174,23,0,10,5,0
1,2,2386.4512940774143,69,1,9,1,1
3,0,1380.445542872548,29,0,12,2,0
1,0,1087.7323236388247,57,0,11,1,0
4,2,290.0931923080042,38,0,15,4,1
2,0,1273.2453636748403,41,1,4,4,1
2,2,1628.9489067627896,38,0,4,1,0
4,0,2966.9449961044493,64,1,17,5,1
2,2,1580.0522699466185,28,1,9,3,0
3,4,2829.814334257388,45,0,7,5,1
0,1,2268.657351367985,50,0,6,1,0
4,0,1475.259584904756,20,0,17,4,0
3,1,1385.7336833286156,51,0,8,1,0
0,3,463.0641020025775,61,0,16,5,1
3,4,2846.0468482870056,26,1,13,1,0
0,2,1436.107725989776,64,1,15,3,1
1,2,1783.12689199729,35,0,19,5,1
3,4,289.8433519610453,65,1,6,3,1
0,1,1594.980091581628,24,0,4,4,0
